question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
404,Design a product for celebrity engagement.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; celebrity platform
405,Design a product for chefs to speed up the cooking process.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; chef tools
406,Design a product for child care.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; childcare
407,Design a product for children at your favorite museum.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; museum experience
408,Design a product for collaborative audio transcription and dubbing tool?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; audio tools
409,Design a product for Facebook for the Olympics.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; Olympics
410,Design a product for Facebook to enable charity.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; charity platform
411,Design a product for farms.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; agriculture
412,Design a product for gardeners.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; gardening
413,Design a product for gardening enthusiasts.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; gardening
414,Design a product for handymen for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; marketplace
415,Design a product for house-switching when traveling.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel accommodation
416,Design a product for job search on Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; job search
417,Design a product for junior athletes to connect with their idols.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; sports networking
418,Design a product for learning to play musical instruments.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education
419,Design a product for managing and planning budgets.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial planning
420,Design a product for managing parking (not limited to cars).,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parking management
421,Design a product for museums.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; museum
422,Design a product for parenting.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parenting
423,Design a product for parents to moderate their children's phone and screen usage.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parental controls
424,"Design a product for parking, not related to Facebook.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parking
425,Design a product for retailers with the aim of increasing advertiser ROI.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; advertising ROI
426,Design a product for roofers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; contractor platform
427,Design a product for the blind visiting the mall.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
428,Design a product for the Department of Motor Vehicles (DMV).,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; government services
429,Design a product for theme parks.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; theme parks
430,Design a product or feature for new or expecting parents on Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parenting feature
432,Design a product roadmap for Flipkart's Seller Hub mobile app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Roadmap planning; seller platform
433,Design a product similar to Google Docs for photo editing collaboration.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; collaboration tool
434,Design a product strategy for Netflix for FY23-24.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; annual planning
435,"Design a product that enables apartment owners to access and manage the usage of shared amenities (e.g. gym, garden, and book club) within their complex?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; property management
436,Design a product that encourages people to read more.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; reading platform
437,Design a product that helps people find contractors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; contractor marketplace
438,Design a product that helps people learn to play musical instruments.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; music education
440,Design a product to address language barriers in India.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; language translation
441,Design a product to connect college students.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; student networking
442,Design a product to gather user feedback from various other products or services.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; feedback platform
443,Design a product to help Facebook employees enhance their learning.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; employee learning
444,Design a product to help flightless birds navigate a big city.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; creative problem
445,Design a product to help people connect better with doctors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare
446,Design a product to help people feel more rested.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; wellness
447,Design a product to help people start exercising again.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness
448,Design a product to help salespeople in the automotive industry close more deals.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; sales tools
449,Design a product to help travelers at airports. How would you go about building it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; airport services
450,Design a product to memorialize pets who have passed away.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; pet memorial
451,Design a product to track animals.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; animal tracking
457,Design a recommendation system for Amazon. What key metrics would you use to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,System design with metrics; recommendation
458,Design a recommender system feature for Dropbox that suggests files to users when they open the app on their phone.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; recommendation
460,Design a refrigerator for blind people.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
461,Design a refrigerator for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; kids product
462,Design a refrigerator for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart appliance
463,Design a refrigerator for the blind.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
466,Design a restaurant menu application.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; restaurant app
470,Design a rewarding system.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; rewards system
471,Design a rideshare product or feature specifically for senior citizens.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; rideshare for seniors
475,Design a Search Engine for Kids,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; search engine for kids
477,Design a self-driving car solution for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; autonomous vehicles
480,Design a smart hat.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; wearable
481,Design a Smart Lock for Google.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart lock
482,Design a smart picture frame.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart display
483,Design a smart refrigerator.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart appliance
484,Design a smartphone for blind people.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
485,Design a social crypto bank.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fintech
486,Design a social media application for introverts.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; social media
487,Design a solution for attending large events and concerts.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; event experience
488,Design a solution for borrowing and lending goods among neighbors on Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; neighborhood platform
489,Design a solution for borrowing and lending on Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; lending platform
491,Design a solution for the world of online learning.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education platform
492,Design a solution to map unmapped places in Google Maps.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; mapping
494,Design a streaming service like Netflix.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; streaming service
495,Design a studio apartment for 3 people.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; apartment design
496,Design a supermarket that caters to older adults.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; retail for seniors
516,Design a tablet for a restaurant.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; restaurant tablet
517,Design a task management app for personal use.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; task management
521,Design a teleportation device for the year 2050.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; futuristic concept
523,Design a Time Machine for TuSimple.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; time machine concept
524,Design a time machine.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; time machine concept
525,Design a touchscreen table for a restaurant.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; restaurant interface
526,Design a travel app experience for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel app
527,Design a travel product for Instagram.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel feature
532,Design a vending machine for a hotel lobby.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; vending machine
533,"Design a vending machine for hotels, and estimate the market size in your hometown.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; vending machine with market sizing
534,Design a vending machine for use in airports.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; vending machine
535,Design a video sharing app that verifies the authenticity of videos.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; video verification
536,Design a video streaming app for senior citizens.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; video streaming for seniors
537,Design a video streaming product for senior citizens.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; video streaming for seniors
538,Design a virtual learning experience for Meta Reality Labs that teaches hands-on skills like pottery or welding.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; VR education
539,Design a virtual travel product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; virtual travel
541,Design a voting app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; voting app
543,Design a washing machine for Gen Z.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; appliance for Gen Z
544,Design a washing machine for Google.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart appliance
545,Design a web app for office workers to book time off.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; HR app
546,Design a web app to find a cleaner.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; service marketplace
551,Design a wedding registry.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; wedding registry
552,Design a Yelp-like restaurant review app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; review app
553,Design Airbnb for work.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; B2B accommodation
554,Design Amazon Prime video.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; streaming service
561,Design an AI data product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; AI data product
564,Design an alarm clock for children 100 years in the future.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; futuristic alarm clock
567,Design an algorithm to rank ads in the Google Play Store. Include primary and secondary success metrics.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Algorithm design with metrics; ad ranking
570,Design an app for a theme park.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; theme park app
571,Design an app for a toy remote control car.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; toy app
572,Design an app for an airport that can be monetized.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; airport app with monetization
573,Design an app for an amusement park.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; amusement park app
574,Design an app for buying and selling antiques.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; marketplace
575,Design an app for cinema.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; cinema app
576,Design an app for gardening.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; gardening app
577,Design an app for Meta's smart glasses.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; AR glasses app
578,Design an app for newcomers in a city to find doctors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare app
579,Design an app for renting bicycles.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; bike rental app
580,Design an app like Uber for Google's driverless cars targeted at children under 16 years old.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; autonomous vehicle service
581,Design an app to allow book subscriptions with hard copies.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; book subscription
582,Design an app to read books online.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; e-reader app
583,Design an app to search for therapists.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare app
586,Design an application that helps users lose weight.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; health app
587,Design an application to help people find doctors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare app
588,Design an art solution for Instagram.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; art platform
589,Design an art-related product for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; art product
590,Design an ATM for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; ATM for kids
591,Design an ATM for London's Heathrow Airport.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; airport ATM
592,Design an ATM for the blind.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
598,Design an e-commerce website for SLR cameras.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; e-commerce
599,Design an educational product for Instagram.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education platform
600,Design an educational product for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education platform
601,Design an educational product for YouTube.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education platform
603,Design an electric car dashboard.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; automotive dashboard
604,Design an elevator for a skyscraper and estimate the number of elevators needed.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; elevator with estimation
605,Design an elevator for blind users.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
606,Design an elevator.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; elevator
607,Design an employee onboarding product for SaaS companies.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; HR onboarding
612,Design an evaluation framework for ads ranking.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Framework design; ad ranking
613,Design an events feature for a kids' messenger app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; messaging
615,Design an image sharing product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; image sharing
616,Design an improved version of Google Photos to enhance accessibility for blind users.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
620,Design an international crypto remittance product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fintech
621,Design an investment app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial app
622,Design an iron for the blind.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
628,Design an office refrigerator.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; office appliance
631,Design an online ticketing platform to compete with Ticketmaster.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; ticketing platform
640,Design ClassPass for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness for kids
642,Design E2E experience for elderly travelling through Flights.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel for elderly
647,Design Google Maps for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; maps for kids
649,Design Instagram's Explore page.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; discovery
651,Design LinkedIn for students.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; professional network
653,Design Lyft for college students.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; rideshare for students
654,Design Lyft for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; rideshare for kids
655,"Design Naukri, a job search platform.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; job platform
656,Design Netflix for dogs.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; streaming for pets
657,Design Netflix for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; streaming for kids
660,Design pens for children.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; stationery
661,Design price alert notifications for the Coinbase app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; price alerts
662,Design Robinhood.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; trading platform
663,Design smart furniture for Google.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; IoT furniture
664,Design something based on a project on your resume.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; portfolio question
666,Design the 'For You' page on TikTok.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; recommendation feed
667,Design the 'Top Picks' feature for Netflix.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; recommendation
673,Design the best slippers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; footwear
674,Design the front page of a newspaper app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; news app
675,Design the interior of a fully autonomous car that requires no human interaction.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; autonomous vehicle
676,Design the Netflix ads platform.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; ad platform
677,Design the OpenAI Playground.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; AI platform
682,Design TikTok for the elderly.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; social media for seniors
688,Design Uber for laundry.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; on-demand service
689,Design Weather App,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; weather app
691,Design YouTube advertising.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; ad platform
704,Develop a roadmap to drive engagement from small business owners for Apple Maps.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Roadmap planning; engagement strategy
705,Develop a strategy for OpenAI's fine-tuning capabilities using publicly available docs.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; AI capabilities
720,Discuss a strategy to expand Meta's presence in the Virtual Reality market.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market expansion strategy; VR
738,Enhance any fintech app of your choice for visually impaired users.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; accessibility
777,Evaluate the success of Instagram Stories.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success evaluation; metrics analysis
793,Explain DoorDash's business model.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Business model explanation; market understanding
846,Explain why Airbnb is a good app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product analysis; business model
853,Find an interesting problem that you believe Clipboard Health should solve.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Problem identification; product strategy
894,"For a new vertical such as peer-to-peer car rental at a super-app like Grab, what metrics would you examine in the first six months to assess its potential?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition; new vertical
905,Give me three product enhancements for your favorite product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; feature ideas
